"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)" 
HEATING OIL ,860731 ,1986-07-31,022651 ,NYME ,01 ,022 ,    67625,   5597,   4816,   3675,  26834,  36411,  36106,  44902,  31519,  22723,    59459,   5205,   5216,   3081,  25494,  32230,  33780,  40527,  25679,  18932,     8166,    986,    194,      0,   1340,   4181,   2326,   4375,   5840,   3791,     4984,   3533,  -1136,    843,   1552,   6949,   5928,   6656,   -944,  -1672,  100.0,    8.3,    7.1,    5.4,   39.7,   53.8,   53.4,   66.4,   46.6,   33.6,  100.0,    8.8,    8.8,    5.2,   42.9,   54.2,   56.8,   68.2,   43.2,   31.8,  100.0,   12.1,    2.4,    0.0,   16.4,   51.2,   28.5,   53.6,   71.5,   46.4,     99,     17,     13,     10,     48,     47,     71,     65,     98,     17,     13,      9,     48,     40,     71,     57,     16,      4,      1,      0,      3,     10,      7,     11,    12.1,    24.9,    19.2,    33.2,     6.6,    18.4,    11.2,    24.8,    12.4,    24.5,    20.0,    33.9,     7.5,    18.5,    12.7,    25.8,    21.8,    34.8,    28.5,    47.1,    13.8,    27.6,    15.7,    38.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860715 ,1986-07-15,022651 ,NYME ,01 ,022 ,    62641,   2064,   5952,   2832,  25282,  29462,  30178,  38246,  32463,  24395,    56293,   1913,   6352,   2432,  24196,  25989,  28541,  34773,  27752,  21520,     6348,    551,      0,      0,   1086,   3473,   1637,   3473,   4711,   2875,     6696,  -1470,   -806,    350,   4004,   3330,   2884,   2874,   3812,   3822,  100.0,    3.3,    9.5,    4.5,   40.4,   47.0,   48.2,   61.1,   51.8,   38.9,  100.0,    3.4,   11.3,    4.3,   43.0,   46.2,   50.7,   61.8,   49.3,   38.2,  100.0,    8.7,    0.0,    0.0,   17.1,   54.7,   25.8,   54.7,   74.2,   45.3,     86,     10,     16,      6,     42,     38,     56,     57,     85,     10,     16,      6,     42,     33,     56,     52,     11,      2,      0,      0,      4,      8,      6,      8,    12.8,    24.4,    21.1,    31.6,     6.8,    13.4,    11.0,    18.3,    13.3,    24.1,    22.1,    32.1,     7.9,    13.4,    12.6,    18.9,    22.0,    41.9,    25.8,    54.7,    12.6,    32.5,    12.6,    41.5,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860630 ,1986-06-30,022651 ,NYME ,01 ,022 ,    55945,   3534,   6758,   2482,  21278,  26132,  27294,  35372,  28651,  20573,    52430,   3534,   6958,   2282,  20688,  24594,  26504,  33834,  25926,  18596,     3515,    200,      0,      0,    590,   1538,    790,   1538,   2725,   1977,     6510,    552,  -1307,  -3158,  -5578,   -427,  -8184,  -4892,  14694,  11402,  100.0,    6.3,   12.1,    4.4,   38.0,   46.7,   48.8,   63.2,   51.2,   36.8,  100.0,    6.7,   13.3,    4.4,   39.5,   46.9,   50.6,   64.5,   49.4,   35.5,  100.0,    5.7,    0.0,    0.0,   16.8,   43.8,   22.5,   43.8,   77.5,   56.2,     79,     12,     13,      6,     32,     38,     48,     54,     79,     12,     13,      6,     32,     36,     48,     52,      6,      1,      0,      0,      2,      4,      3,      4,    16.4,    22.4,    25.4,    30.6,    10.2,    12.1,    14.7,    19.1,    16.4,    22.1,    26.0,    30.8,    10.5,    12.1,    15.7,    19.6,    22.5,    43.8,    22.5,    43.8,    12.8,    34.1,    12.8,    34.1,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860613 ,1986-06-13,022651 ,NYME ,01 ,022 ,    49435,   2982,   8065,   5640,  26856,  26559,  35478,  40264,  13957,   9171,    47052,   3076,   7914,   5367,  26197,  25389,  34640,  38670,  12412,   8382,     2383,    128,    373,     51,    659,   1170,    838,   1594,   1545,    789,     8458,  -1602,   1283,    917,   8130,   5417,   7445,   7617,   1013,    841,  100.0,    6.0,   16.3,   11.4,   54.3,   53.7,   71.8,   81.4,   28.2,   18.6,  100.0,    6.5,   16.8,   11.4,   55.7,   54.0,   73.6,   82.2,   26.4,   17.8,  100.0,    5.4,   15.7,    2.1,   27.7,   49.1,   35.2,   66.9,   64.8,   33.1,    164,     27,     35,     25,     67,     69,    109,    119,    162,     28,     32,     24,     67,     67,    108,    115,     16,      1,      5,      1,      4,      7,      6,     12,    19.5,    17.5,    30.1,    27.8,    13.0,    11.5,    18.2,    18.4,    19.9,    16.9,    30.5,    27.7,    13.6,    12.4,    19.0,    18.7,    30.9,    44.8,    35.2,    57.7,    20.9,    36.0,    20.9,    47.6,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860530 ,1986-05-30,022651 ,NYME ,01 ,022 ,    40977,   4584,   6782,   4723,  18726,  21142,  28033,  32647,  12944,   8330,    39802,   4938,   6782,   4369,  18506,  20891,  27813,  32042,  11989,   7760,     1175,      0,    354,      0,    220,    251,    220,    605,    955,    570,     2594,   -681,   2526,   1797,    541,  -3176,   1657,   1147,    937,   1447,  100.0,   11.2,   16.6,   11.5,   45.7,   51.6,   68.4,   79.7,   31.6,   20.3,  100.0,   12.4,   17.0,   11.0,   46.5,   52.5,   69.9,   80.5,   30.1,   19.5,  100.0,    0.0,   30.1,    0.0,   18.7,   21.4,   18.7,   51.5,   81.3,   48.5,    158,     33,     32,     18,     61,     67,    101,    113,    158,     33,     32,     18,     60,     66,    100,    112,      7,      0,      3,      0,      3,      2,      3,      5,    17.8,    18.6,    26.8,    29.1,    12.7,    16.2,    17.6,    22.5,    18.3,    19.1,    27.4,    29.7,    13.4,    16.7,    18.3,    23.1,    18.7,    46.7,    18.7,    51.5,    10.6,    40.9,    10.6,    43.4,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860515 ,1986-05-15,022651 ,NYME ,01 ,022 ,    38383,   5265,   4256,   2926,  18185,  24318,  26376,  31500,  12007,   6883,    37799,   5265,   4256,   2926,  18185,  24092,  26376,  31274,  11423,   6525,      584,      0,      0,      0,      0,    176,      0,    176,    584,    408,     4623,   1099,   -435,   1258,   -304,   5846,   2053,   6669,   2570,  -2046,  100.0,   13.7,   11.1,    7.6,   47.4,   63.4,   68.7,   82.1,   31.3,   17.9,  100.0,   13.9,   11.3,    7.7,   48.1,   63.7,   69.8,   82.7,   30.2,   17.3,  100.0,    0.0,    0.0,    0.0,    0.0,   30.1,    0.0,   30.1,  100.0,   69.9,    145,     31,     26,     14,     52,     65,     93,     96,    145,     31,     26,     14,     52,     64,     93,     95,      1,      0,      0,      0,      0,      1,      0,      1,    18.1,    19.0,    27.0,    30.4,    11.8,    16.8,    18.1,    23.9,    18.4,    19.3,    27.4,    30.9,    12.3,    17.1,    18.9,    24.3,     0.0,    30.1,     0.0,    30.1,     0.0,    30.1,     0.0,    30.1,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860430 ,1986-04-30,022651 ,NYME ,01 ,022 ,    33760,   4166,   4691,   1668,  18489,  18472,  24323,  24831,   9437,   8929,    33315,   4166,   4691,   1668,  18374,  18296,  24208,  24655,   9107,   8660,      445,      0,      0,      0,    115,    176,    115,    176,    330,    269,     1003,   2204,     36,    384,  -1651,    -70,    937,    350,     66,    653,  100.0,   12.3,   13.9,    4.9,   54.8,   54.7,   72.0,   73.6,   28.0,   26.4,  100.0,   12.5,   14.1,    5.0,   55.2,   54.9,   72.7,   74.0,   27.3,   26.0,  100.0,    0.0,    0.0,    0.0,   25.8,   39.6,   25.8,   39.6,   74.2,   60.4,    132,     20,     23,     15,     49,     66,     76,     98,    132,     20,     23,     15,     49,     65,     76,     97,      2,      0,      0,      0,      1,      1,      1,      1,    22.8,    16.1,    32.4,    25.9,    17.5,    14.2,    25.4,    21.4,    23.1,    16.3,    32.8,    26.3,    17.8,    14.4,    26.2,    21.7,    25.8,    39.6,    25.8,    39.6,    25.8,    39.6,    25.8,    39.6,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860415 ,1986-04-15,022651 ,NYME ,01 ,022 ,    32757,   1962,   4655,   1284,  20140,  18542,  23386,  24481,   9371,   8276,    32543,   1962,   4655,   1284,  20140,  18456,  23386,  24395,   9157,   8148,      214,      0,      0,      0,      0,     86,      0,     86,    214,    128,     -620,    275,  -1139,    392,  -1077,    579,   -410,   -168,   -210,   -452,  100.0,    6.0,   14.2,    3.9,   61.5,   56.6,   71.4,   74.7,   28.6,   25.3,  100.0,    6.0,   14.3,    3.9,   61.9,   56.7,   71.9,   75.0,   28.1,   25.0,  100.0,    0.0,    0.0,    0.0,    0.0,   40.2,    0.0,   40.2,  100.0,   59.8,    120,     11,     27,     10,     53,     58,     72,     88,    120,     11,     27,     10,     53,     57,     72,     87,      1,      0,      0,      0,      0,      1,      0,      1,    22.0,    24.6,    32.2,    34.1,    16.7,    18.9,    24.7,    26.4,    22.1,    24.7,    32.4,    34.3,    16.8,    19.1,    25.1,    26.6,     0.0,    40.2,     0.0,    40.2,     0.0,    40.2,     0.0,    40.2,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860331 ,1986-03-31,022651 ,NYME ,01 ,022 ,    33377,   1687,   5794,    892,  21217,  17963,  23796,  24649,   9581,   8728,    33217,   1687,   5794,    892,  21217,  17877,  23796,  24563,   9421,   8654,      160,      0,      0,      0,      0,     86,      0,     86,    160,     74,      751,   -778,    595,    163,   1717,   1098,   1102,   1856,   -351,  -1105,  100.0,    5.1,   17.4,    2.7,   63.6,   53.8,   71.3,   73.9,   28.7,   26.1,  100.0,    5.1,   17.4,    2.7,   63.9,   53.8,   71.6,   73.9,   28.4,   26.1,  100.0,    0.0,    0.0,    0.0,    0.0,   53.8,    0.0,   53.8,  100.0,   46.3,    117,      8,     27,      9,     54,     57,     68,     87,    117,      8,     27,      9,     54,     56,     68,     86,      1,      0,      0,      0,      0,      1,      0,      1,    21.5,    20.2,    33.0,    29.7,    17.0,    14.5,    26.4,    22.5,    21.6,    20.3,    33.1,    29.8,    17.1,    14.6,    26.6,    22.6,     0.0,    53.8,     0.0,    53.8,     0.0,    53.8,     0.0,    53.8,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860314 ,1986-03-14,022651 ,NYME ,01 ,022 ,    32626,   2465,   5199,    729,  19500,  16865,  22694,  22793,   9932,   9833,    32567,   2465,   5199,    729,  19500,  16865,  22694,  22793,   9873,   9774,       59,      0,      0,      0,      0,      0,      0,      0,     59,     59,      941,     -4,    205,    189,    700,    905,    885,   1299,     56,   -358,  100.0,    7.6,   15.9,    2.2,   59.8,   51.7,   69.6,   69.9,   30.4,   30.1,  100.0,    7.6,   16.0,    2.2,   59.9,   51.8,   69.7,   70.0,   30.3,   30.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    116,     15,     25,      9,     51,     47,     72,     77,    116,     15,     25,      9,     51,     47,     72,     77,      0,      0,      0,      0,      0,      0,      0,      0,    22.1,    22.0,    32.0,    30.9,    21.4,    18.4,    29.5,    27.2,    22.1,    22.0,    32.1,    31.0,    21.4,    18.4,    29.5,    27.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860228 ,1986-02-28,022651 ,NYME ,01 ,022 ,    31685,   2469,   4994,    540,  18800,  15960,  21809,  21494,   9876,  10191,    31636,   2469,   4994,    540,  18800,  15960,  21809,  21494,   9827,  10142,       49,      0,      0,      0,      0,      0,      0,      0,     49,     49,     3012,    840,    737,    -60,    465,    377,   1245,   1054,   1767,   1958,  100.0,    7.8,   15.8,    1.7,   59.3,   50.4,   68.8,   67.8,   31.2,   32.2,  100.0,    7.8,   15.8,    1.7,   59.4,   50.4,   68.9,   67.9,   31.1,   32.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    120,     16,     30,     11,     47,     50,     73,     82,    120,     16,     30,     11,     47,     50,     73,     82,      0,      0,      0,      0,      0,      0,      0,      0,    27.5,    17.7,    36.8,    28.0,    25.6,    16.4,    34.1,    25.8,    27.6,    17.7,    36.8,    28.0,    25.6,    16.4,    34.2,    25.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860214 ,1986-02-14,022651 ,NYME ,01 ,022 ,    28673,   1629,   4257,    600,  18335,  15583,  20564,  20440,   8109,   8233,    28659,   1629,   4257,    600,  18335,  15583,  20564,  20440,   8095,   8219,       14,      0,      0,      0,      0,      0,      0,      0,     14,     14,     -393,   -120,     78,    436,   -225,      3,     91,    517,   -484,   -910,  100.0,    5.7,   14.8,    2.1,   63.9,   54.3,   71.7,   71.3,   28.3,   28.7,  100.0,    5.7,   14.9,    2.1,   64.0,   54.4,   71.8,   71.3,   28.2,   28.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    117,     14,     27,      8,     48,     50,     67,     81,    117,     14,     27,      8,     48,     50,     67,     81,      0,      0,      0,      0,      0,      0,      0,      0,    27.0,    19.7,    38.0,    31.2,    25.8,    17.5,    35.2,    27.8,    27.0,    19.7,    38.0,    31.2,    25.9,    17.5,    35.2,    27.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860131 ,1986-01-31,022651 ,NYME ,01 ,022 ,    29066,   1749,   4179,    164,  18560,  15580,  20473,  19923,   8593,   9143,    29064,   1749,   4179,    164,  18560,  15580,  20473,  19923,   8591,   9141,        2,      0,      0,      0,      0,      0,      0,      0,      2,      2,      670,    282,   -616,   -143,   2065,   2821,   2204,   2062,  -1534,  -1392,  100.0,    6.0,   14.4,    0.6,   63.9,   53.6,   70.4,   68.5,   29.6,   31.5,  100.0,    6.0,   14.4,    0.6,   63.9,   53.6,   70.4,   68.5,   29.6,   31.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,  100.0,  100.0,    114,     14,     22,      3,     50,     47,     65,     71,    114,     14,     22,      3,     50,     47,     65,     71,      0,      0,      0,      0,      0,      0,      0,      0,    27.8,    17.1,    37.7,    28.8,    26.6,    16.6,    35.5,    26.8,    27.8,    17.1,    37.7,    28.8,    26.6,    16.6,    35.5,    26.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,860115 ,1986-01-15,022651 ,NYME ,01 ,022 ,    28396,   1467,   4795,    307,  16495,  12759,  18269,  17861,  10127,  10535,    28396,   1467,   4795,    307,  16495,  12759,  18269,  17861,  10127,  10535,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,        .,      .,      .,      .,      .,      .,      .,      .,      .,      .,  100.0,    5.2,   16.9,    1.1,   58.1,   44.9,   64.3,   62.9,   35.7,   37.1,  100.0,    5.2,   16.9,    1.1,   58.1,   44.9,   64.3,   62.9,   35.7,   37.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    106,      9,     20,      4,     45,     46,     57,     69,    106,      9,     20,      4,     45,     46,     57,     69,      0,      0,      0,      0,      0,      0,      0,      0,    23.7,    15.3,    34.5,    25.0,    23.5,    15.3,    32.3,    23.1,    23.7,    15.3,    34.5,    25.0,    23.5,    15.3,    32.3,    23.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,871231 ,1987-12-31,022651 ,NYME ,01 ,022 ,    63427,   2562,   7786,    942,  35359,  34208,  38863,  42936,  24564,  20491,    63427,   2562,   7786,    942,  35359,  34208,  38863,  42936,  24564,  20491,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,   -15049,  -2013,    199,   -712,  -7583,  -4938, -10308,  -5451,  -4741,  -9598,  100.0,    4.0,   12.3,    1.5,   55.7,   53.9,   61.3,   67.7,   38.7,   32.3,  100.0,    4.0,   12.3,    1.5,   55.7,   53.9,   61.3,   67.7,   38.7,   32.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    100,      8,     14,      3,     46,     52,     55,     68,    100,      8,     14,      3,     46,     52,     55,     68,      0,      0,      0,      0,      0,      0,      0,      0,    21.6,    17.5,    32.4,    29.6,    17.4,    16.0,    24.4,    26.2,    21.6,    17.5,    32.4,    29.6,    17.4,    16.0,    24.4,    26.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,871215 ,1987-12-15,022651 ,NYME ,01 ,022 ,    78476,   4575,   7587,   1654,  42942,  39146,  49171,  48387,  29305,  30089,    78476,   4575,   7587,   1654,  42942,  39146,  49171,  48387,  29305,  30089,        0,      0,      0,      0,      0,      0,      0,      0,      0,      0,     4620,  -2253,   1800,   1006,   1247,  -4339,      0,  -1533,   4620,   6153,  100.0,    5.8,    9.7,    2.1,   54.7,   49.9,   62.7,   61.7,   37.3,   38.3,  100.0,    5.8,    9.7,    2.1,   54.7,   49.9,   62.7,   61.7,   37.3,   38.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    102,      9,     18,      5,     49,     51,     61,     71,    102,      9,     18,      5,     49,     51,     61,     71,      0,      0,      0,      0,      0,      0,      0,      0,    22.7,    17.5,    33.0,    27.1,    21.4,    13.6,    28.0,    21.4,    22.7,    17.5,    33.0,    27.1,    21.4,    13.6,    28.0,    21.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,871130 ,1987-11-30,022651 ,NYME ,01 ,022 ,    73856,   6828,   5787,    648,  41695,  43485,  49171,  49920,  24685,  23936,     3352,      0,    287,      0,   1840,   1971,   1840,   2258,   1512,   1094,    70504,   6828,   5500,    648,  39855,  41514,  47331,  47662,  23173,  22842,      863,   2795,   1136,   -761,    736,   1611,   2770,   1986,  -1907,  -1123,  100.0,    9.2,    7.8,    0.9,   56.5,   58.9,   66.6,   67.6,   33.4,   32.4,  100.0,    0.0,    8.6,    0.0,   54.9,   58.8,   54.9,   67.4,   45.1,   32.6,  100.0,    9.7,    7.8,    0.9,   56.5,   58.9,   67.1,   67.6,   32.9,   32.4,     97,     13,     14,      2,     46,     47,     60,     62,     12,      0,      1,      0,      6,      5,      6,      6,     95,     13,     13,      2,     44,     45,     58,     59,    20.8,    23.6,    32.5,    34.4,    18.5,    19.0,    27.9,    27.5,    44.0,    57.5,    54.9,    67.4,    44.0,    57.5,    54.9,    67.4,    21.3,    23.9,    32.9,    34.5,    19.0,    19.8,    28.5,    27.9,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,871113 ,1987-11-13,022651 ,NYME ,01 ,022 ,    72993,   4033,   4651,   1409,  40959,  41874,  46401,  47934,  26592,  25059,    21082,    461,   1390,    422,  14602,  12280,  15485,  14092,   5597,   6990,    51911,   3572,   3261,    987,  26357,  29594,  30916,  33842,  20995,  18069,     2561,    620,    733,     27,   1546,  -1934,   2193,  -1174,    368,   3735,  100.0,    5.5,    6.4,    1.9,   56.1,   57.4,   63.6,   65.7,   36.4,   34.3,  100.0,    2.2,    6.6,    2.0,   69.3,   58.2,   73.5,   66.8,   26.5,   33.2,  100.0,    6.9,    6.3,    1.9,   50.8,   57.0,   59.6,   65.2,   40.4,   34.8,     94,     13,     16,      4,     45,     48,     59,     67,     54,      3,      5,      2,     22,     26,     26,     33,     78,     10,     14,      3,     33,     41,     44,     57,    19.9,    18.6,    30.1,    29.6,    14.6,    16.4,    22.0,    22.4,    34.4,    24.1,    50.3,    35.2,    34.3,    24.1,    48.5,    35.2,    20.8,    22.6,    30.8,    34.0,    17.5,    21.7,    26.1,    28.5,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,871030 ,1987-10-30,022651 ,NYME ,01 ,022 ,    70432,   3413,   3918,   1382,  39413,  43808,  44208,  49108,  26224,  21324,    30161,   2110,   3573,    200,  16926,  16330,  19236,  20103,  10925,  10058,    40271,   1974,   1016,    511,  22487,  27478,  24972,  29005,  15299,  11266,      690,  -5012,  -1062,    440,  10438,   3116,   5866,   2494,  -5176,  -1804,  100.0,    4.8,    5.6,    2.0,   56.0,   62.2,   62.8,   69.7,   37.2,   30.3,  100.0,    7.0,   11.8,    0.7,   56.1,   54.1,   63.8,   66.7,   36.2,   33.3,  100.0,    4.9,    2.5,    1.3,   55.8,   68.2,   62.0,   72.0,   38.0,   28.0,     97,     13,      9,      5,     46,     49,     62,     61,     71,      8,      8,      1,     29,     27,     38,     36,     60,      6,      4,      2,     27,     35,     34,     40,    17.4,    19.2,    27.9,    30.1,    14.5,    18.6,    21.2,    26.5,    21.4,    18.0,    33.4,    30.7,    21.4,    18.0,    32.4,    30.7,    23.0,    28.0,    34.8,    41.7,    20.2,    28.0,    29.7,    40.7,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
HEATING OIL ,871015 ,1987-10-15,022651 ,NYME ,01 ,022 ,    69742,   8425,   4980,    942,  28975,  40692,  38342,  46614,  31400,  23128,    40885,   4932,   4671,      0,  17236,  22029,  22168,  26700,  18717,  14185,    28857,   3958,    774,    477,  11739,  18663,  16174,  19914,  12683,   8943,     3838,   5387,   1791,   -434,  -4928,   5369,     25,   6726,   3813,  -2888,  100.0,   12.1,    7.1,    1.4,   41.5,   58.3,   55.0,   66.8,   45.0,   33.2,  100.0,   12.1,   11.4,    0.0,   42.2,   53.9,   54.2,   65.3,   45.8,   34.7,  100.0,   13.7,    2.7,    1.7,   40.7,   64.7,   56.0,   69.0,   44.0,   31.0,     97,     18,     12,      4,     43,     44,     62,     60,     80,     13,     12,      0,     32,     30,     45,     42,     51,      7,      3,      2,     23,     28,     31,     33,    13.1,    18.5,    22.1,    28.5,    12.7,    17.1,    19.5,    25.5,    15.6,    19.3,    26.2,    32.7,    14.1,    19.3,    23.8,    31.0,    20.4,    21.9,    31.8,    36.8,    19.0,    21.7,    27.2,    35.8,"(CONTRACTS OF 42,000 U.S. GALLONS)" ,"022651" ,"NYME" ,"022"
